id,created_at,heart_rate,spo2,temperature,humidity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ir_value,red_value,finger_detected,seizure
100021,2026-09-06 10:00:21.000 +0530,79.0,98.2,30,50.5,-0.15,0.102,0.332,3.853,1.227,0.51,2628,930,true,0
100022,2026-09-06 10:00:22.000 +0530,77.9,97.3,30,46.7,-0.206,0.073,0.378,1.384,0.272,0.292,2759,926,true,0
100023,2026-09-06 10:00:23.000 +0530,79.0,98.4,30,53.2,-0.211,0.034,0.308,1.532,-0.058,1.055,2745,875,true,0
100024,2026-09-06 10:00:24.000 +0530,70.4,98.2,30,50.6,-0.241,0.039,0.344,0.988,0.656,1.021,3032,966,true,0
100025,2026-09-06 10:00:25.000 +0530,79.2,97.6,30,48.3,-0.175,0.109,0.289,3.6,0.899,0.334,2800,871,true,0
100026,2026-09-06 10:00:26.000 +0530,74.0,98.2,30,46.5,-0.293,0.134,0.454,3.523,1.331,0.281,2839,766,true,0
100027,2026-09-06 10:00:27.000 +0530,82.1,98.1,30,54.6,-0.148,-0.052,0.373,1.415,0.739,0.837,2947,800,true,0
100028,2026-09-06 10:00:28.000 +0530,75.6,98.9,30,51.0,-0.184,0.032,0.402,2.078,0.37,1.617,2842,888,true,0
100029,2026-09-06 10:00:29.000 +0530,70.8,97.6,30,50.3,-0.163,0.067,0.399,1.907,0.967,0.936,2849,947,true,0
100030,2026-09-06 10:00:30.000 +0530,73.4,97.6,30,49.1,-0.279,0.141,0.346,3.256,1.498,1.008,2421,873,true,0
100031,2026-09-06 10:00:31.000 +0530,73.6,97.3,30,51.1,-0.237,0.026,0.289,3.429,0.644,0.71,2633,967,true,0
100032,2026-09-06 10:00:32.000 +0530,70.6,98.2,30,52.0,-0.088,0.041,0.441,1.366,0.561,1.419,2848,900,true,0
100033,2026-09-06 10:00:33.000 +0530,68.0,98.3,30,48.7,-0.252,0.097,0.18,2.289,0.761,0.795,2887,943,true,0
100034,2026-09-06 10:00:34.000 +0530,71.0,97.7,30,47.5,-0.227,0.036,0.356,2.169,0.713,1.397,2741,878,true,0
100035,2026-09-06 10:00:35.000 +0530,67.9,98.4,30,53.4,-0.26,0.082,0.345,1.93,0.704,0.4,2848,946,true,0
100036,2026-09-06 10:00:36.000 +0530,79.7,99.1,30,50.5,-0.199,0.216,0.212,2.389,0.185,0.096,2336,803,true,0
100037,2026-09-06 10:00:37.000 +0530,79.3,97.6,30,48.2,-0.151,0.003,0.455,1.206,0.432,1.043,2704,1000,true,0
100038,2026-09-06 10:00:38.000 +0530,74.6,97.4,30,49.4,-0.142,0.107,0.34,2.696,0.515,0.952,2733,1007,true,0
100039,2026-09-06 10:00:39.000 +0530,73.5,97.8,30,51.9,-0.247,0.104,0.198,2.835,0.234,0.728,2891,807,true,0
100040,2026-09-06 10:00:40.000 +0530,73.6,98.0,30,53.2,-0.08,-0.058,0.234,2.647,0.244,0.864,2723,948,true,0
100041,2026-09-06 10:00:41.000 +0530,72.9,98.0,30,53.1,-0.24,0.104,0.309,2.085,0.641,0.943,2518,956,true,0
100042,2026-09-06 10:00:42.000 +0530,81.1,98.1,30,52.2,-0.126,0.101,0.367,2.691,0.724,0.659,2704,768,true,0
100043,2026-09-06 10:00:43.000 +0530,74.0,98.2,30,50.8,-0.126,0.08,0.268,0.871,0.361,0.522,2814,885,true,0
100044,2026-09-06 10:00:44.000 +0530,76.9,98.0,30,52.7,-0.252,0.061,0.307,0.703,0.936,1.416,2699,865,true,0
100045,2026-09-06 10:00:45.000 +0530,79.5,96.8,30,50.8,-0.246,0.177,0.428,1.791,0.67,0.864,2608,808,true,0
100046,2026-09-06 10:00:46.000 +0530,80.9,98.5,30,48.4,-0.034,0.219,0.365,1.277,0.397,1.146,2536,898,true,0
100047,2026-09-06 10:00:47.000 +0530,79.4,97.2,30,53.7,-0.299,-0.019,0.327,1.175,0.608,0.097,2659,1026,true,0
100048,2026-09-06 10:00:48.000 +0530,68.4,97.9,30,51.8,-0.218,0.216,0.367,1.702,0.893,0.823,2459,921,true,0
100049,2026-09-06 10:00:49.000 +0530,73.1,98.1,30,49.5,-0.166,0.202,0.261,3.39,0.615,0.732,3137,911,true,0
100050,2026-09-06 10:00:50.000 +0530,80.9,98.4,30,50.8,-0.242,-0.014,0.208,2.082,0.907,1.137,2645,844,true,0
100051,2026-09-06 10:00:51.000 +0530,69.1,97.7,30,50.1,-0.202,0.017,0.331,1.392,0.698,1.177,2732,933,true,0
100052,2026-09-06 10:00:52.000 +0530,65.7,97.8,30,51.8,-0.328,0.091,0.447,1.857,0.667,1.158,2744,947,true,0
100053,2026-09-06 10:00:53.000 +0530,74.4,98.1,30,50.2,-0.1,0.066,0.337,1.607,0.976,0.701,2864,834,true,0
100054,2026-09-06 10:00:54.000 +0530,68.7,98.1,30,51.1,-0.115,0.051,0.385,1.272,1.141,1.221,2797,913,true,0
100055,2026-09-06 10:00:55.000 +0530,70.1,97.8,30,50.5,-0.19,-0.015,0.364,1.446,0.321,0.946,2366,949,true,0
100056,2026-09-06 10:00:56.000 +0530,78.3,98.0,30,48.7,-0.212,-0.09,0.364,2.532,0.591,0.827,2733,925,true,0
100057,2026-09-06 10:00:57.000 +0530,79.5,98.0,30,49.6,-0.185,0.189,0.324,1.158,0.395,0.266,2759,805,true,0
100058,2026-09-06 10:00:58.000 +0530,67.8,97.0,30,51.7,-0.305,-0.042,0.364,1.727,0.851,1.259,2698,809,true,0
100059,2026-09-06 10:00:59.000 +0530,73.4,98.3,30,47.7,-0.112,0.051,0.317,2.013,1.061,1.092,2640,948,true,0
100060,2026-09-06 10:01:00.000 +0530,84.7,98.7,30,48.3,0.1,-0.004,0.32,1.44,1.269,1.147,2443,919,true,0
100061,2026-09-06 10:01:01.000 +0530,76.7,97.8,30,49.1,-0.235,0.082,0.308,2.588,0.368,0.394,2567,994,true,0
100062,2026-09-06 10:01:02.000 +0530,71.1,99.2,30,48.2,-0.267,0.097,0.256,3.9,0.353,1.238,2963,892,true,0
100063,2026-09-06 10:01:03.000 +0530,69.0,97.9,30,52.3,-0.195,-0.018,0.353,1.461,-0.064,0.756,2442,941,true,0
100064,2026-09-06 10:01:04.000 +0530,83.7,98.9,30,49.6,-0.145,0.154,0.317,1.886,1.472,0.962,2613,908,true,0
100065,2026-09-06 10:01:05.000 +0530,76.9,97.5,30,48.2,-0.222,0.211,0.409,1.926,0.373,0.891,2889,861,true,0
100066,2026-09-06 10:01:06.000 +0530,81.3,97.3,30,54.0,-0.361,0.163,0.202,1.928,0.64,1.289,2132,766,true,0
100067,2026-09-06 10:01:07.000 +0530,71.2,98.0,30,50.1,-0.295,0.052,0.282,2.195,0.903,1.502,2582,878,true,0
100068,2026-09-06 10:01:08.000 +0530,74.2,97.9,30,47.4,-0.17,0.016,0.273,0.729,1.106,0.951,2907,919,true,0
100069,2026-09-06 10:01:09.000 +0530,65.5,97.5,30,49.0,-0.287,0.067,0.336,1.191,0.586,0.833,2234,935,true,0
100070,2026-09-06 10:01:10.000 +0530,69.9,98.7,30,47.4,-0.105,-0.031,0.299,2.478,0.585,0.421,2734,886,true,0
100071,2026-09-06 10:01:11.000 +0530,80.4,98.3,30,47.3,-0.202,0.005,0.442,2.657,0.964,0.728,2566,758,true,0
100072,2026-09-06 10:01:12.000 +0530,82.5,98.3,30,52.4,-0.14,0.148,0.22,1.429,0.768,1.124,2872,829,true,0
100073,2026-09-06 10:01:13.000 +0530,74.6,99.1,30,52.3,-0.202,0.134,0.494,2.085,1.128,0.694,2806,963,true,0
100074,2026-09-06 10:01:14.000 +0530,70.2,98.5,30,48.9,-0.2,0.215,0.375,2.749,0.444,1.027,2488,860,true,0
100075,2026-09-06 10:01:15.000 +0530,78.2,98.0,30,50.1,-0.216,0.169,0.298,0.784,1.155,1.145,2310,903,true,0
100076,2026-09-06 10:01:16.000 +0530,72.0,98.9,30,49.4,-0.273,0.006,0.294,0.851,0.339,0.438,2430,791,true,0
100077,2026-09-06 10:01:17.000 +0530,71.4,97.7,30,51.5,-0.204,0.05,0.313,3.274,0.784,1.166,2235,854,true,0
100078,2026-09-06 10:01:18.000 +0530,63.1,97.8,30,49.2,-0.159,0.008,0.396,0.757,0.608,1.147,2796,891,true,0
100079,2026-09-06 10:01:19.000 +0530,83.7,97.8,30,45.0,-0.058,0.054,0.256,3.057,1.132,1.038,2442,929,true,0
100080,2026-09-06 10:01:20.000 +0530,70.9,97.4,30,46.3,-0.155,0.112,0.514,2.26,-0.02,0.707,2712,925,true,0
100081,2026-09-06 10:01:21.000 +0530,78.9,97.0,30,52.5,-0.076,0.21,0.319,2.878,1.299,1.419,2830,958,true,0
100082,2026-09-06 10:01:22.000 +0530,70.1,97.3,30,49.9,-0.202,0.039,0.319,2.186,0.342,1.024,2744,895,true,0
100083,2026-09-06 10:01:23.000 +0530,70.3,98.4,30,49.3,-0.101,0.142,0.138,1.391,0.477,1.274,2734,933,true,0
100084,2026-09-06 10:01:24.000 +0530,77.2,97.6,30,48.1,-0.214,0.072,0.364,1.418,1.017,1.321,2978,950,true,0
100085,2026-09-06 10:01:25.000 +0530,74.9,98.3,30,49.2,-0.097,0.2,0.508,2.028,0.813,1.146,2700,943,true,0
100086,2026-09-06 10:01:26.000 +0530,73.4,97.9,30,50.9,-0.195,0.142,0.362,2.233,0.678,0.573,2694,820,true,0
100087,2026-09-06 10:01:27.000 +0530,75.1,97.4,30,52.0,-0.178,0.073,0.383,0.428,0.316,0.948,2762,894,true,0
100088,2026-09-06 10:01:28.000 +0530,69.0,98.1,30,48.4,-0.174,0.065,0.446,2.532,0.957,1.113,2548,835,true,0
100089,2026-09-06 10:01:29.000 +0530,66.6,99.4,30,50.1,-0.229,0.06,0.303,0.505,0.351,0.513,2677,852,true,0
100090,2026-09-06 10:01:30.000 +0530,70.6,98.1,30,52.4,-0.231,0.096,0.244,2.525,0.558,1.143,2759,888,true,0
100091,2026-09-06 10:01:31.000 +0530,75.1,97.8,30,52.4,-0.161,-0.003,0.262,1.469,0.614,1.157,2539,982,true,0
100092,2026-09-06 10:01:32.000 +0530,74.0,97.0,30,45.4,-0.26,0.042,0.301,1.74,0.562,0.792,2970,985,true,0
100093,2026-09-06 10:01:33.000 +0530,68.3,98.6,30,48.9,-0.078,-0.077,0.396,0.997,0.65,0.937,3005,843,true,0
100094,2026-09-06 10:01:34.000 +0530,73.7,98.3,30,48.9,-0.205,0.087,0.421,1.246,0.543,1.113,2670,887,true,0
100095,2026-09-06 10:01:35.000 +0530,73.9,97.7,30,51.4,-0.288,0.162,0.367,0.979,0.799,1.059,2837,981,true,0
100096,2026-09-06 10:01:36.000 +0530,72.2,97.6,30,48.6,-0.26,0.1,0.351,1.607,0.442,1.122,2610,827,true,0
100097,2026-09-06 10:01:37.000 +0530,73.2,97.9,30,52.2,-0.132,0.083,0.36,2.422,0.689,1.312,2998,906,true,0
100098,2026-09-06 10:01:38.000 +0530,76.2,98.4,30,48.3,-0.128,-0.03,0.493,2.696,0.766,1.018,3015,834,true,0
100099,2026-09-06 10:01:39.000 +0530,68.2,97.7,30,48.5,-0.188,0.09,0.285,3.282,0.213,0.553,2768,885,true,0
100100,2026-09-06 10:01:40.000 +0530,76.1,97.7,30,49.3,-0.255,0.117,0.312,2.609,0.906,1.364,2862,955,true,0
100101,2026-09-06 10:01:41.000 +0530,77.8,97.7,30,46.9,-0.177,0.033,0.382,2.422,0.227,0.645,2637,864,true,0
100102,2026-09-06 10:01:42.000 +0530,74.8,97.4,30,47.2,-0.372,0.13,0.246,1.552,0.204,0.507,2628,871,true,0
100103,2026-09-06 10:01:43.000 +0530,78.9,98.2,30,52.1,-0.111,0.109,0.317,2.815,1.319,1.231,3019,965,true,0
100104,2026-09-06 10:01:44.000 +0530,78.2,97.5,30,50.4,-0.334,0.038,0.419,1.468,0.887,0.527,2611,972,true,0
100105,2026-09-06 10:01:45.000 +0530,75.0,98.1,30,53.1,-0.27,0.172,0.301,1.986,0.705,1.376,2497,932,true,0
100106,2026-09-06 10:01:46.000 +0530,76.6,98.4,30,52.6,-0.257,0.16,0.378,0.88,0.843,1.063,2636,848,true,0
100107,2026-09-06 10:01:47.000 +0530,72.8,97.3,30,48.3,-0.253,0.16,0.397,2.576,1.231,0.891,2512,959,true,0
100108,2026-09-06 10:01:48.000 +0530,78.0,97.8,30,53.0,-0.154,-0.016,0.412,0.847,0.531,0.607,2585,842,true,0
100109,2026-09-06 10:01:49.000 +0530,70.9,98.4,30,51.8,-0.113,0.054,0.356,2.431,1.297,1.315,2949,971,true,0
100110,2026-09-06 10:01:50.000 +0530,79.3,97.1,30,51.0,-0.196,0.043,0.316,2.333,0.994,0.476,2739,861,true,0
100111,2026-09-06 10:01:51.000 +0530,69.2,98.2,30,49.2,-0.262,0.1,0.349,1.127,0.406,0.936,2773,827,true,0
100112,2026-09-06 10:01:52.000 +0530,76.4,97.6,30,48.7,-0.263,0.094,0.278,2.662,1.33,0.864,2731,864,true,0
100113,2026-09-06 10:01:53.000 +0530,74.0,98.7,30,48.7,-0.076,0.161,0.389,1.473,0.723,0.722,2784,878,true,0
100114,2026-09-06 10:01:54.000 +0530,62.8,98.5,30,52.7,-0.211,0.093,0.439,2.31,0.801,2.125,2670,912,true,0
100115,2026-09-06 10:01:55.000 +0530,82.7,97.6,30,47.7,-0.157,0.124,0.409,0.917,1.052,1.419,2682,902,true,0
100116,2026-09-06 10:01:56.000 +0530,77.4,98.2,30,48.4,-0.214,-0.005,0.401,2.424,0.665,1.104,2420,960,true,0
100117,2026-09-06 10:01:57.000 +0530,71.7,98.1,30,49.0,-0.104,0.089,0.352,2.445,0.264,1.208,2711,973,true,0
100118,2026-09-06 10:01:58.000 +0530,72.9,97.8,30,50.4,-0.294,0.066,0.451,1.926,0.395,1.251,2366,752,true,0
100119,2026-09-06 10:01:59.000 +0530,74.0,98.1,30,48.8,-0.212,-0.018,0.368,0.708,0.648,1.092,2384,863,true,0
100120,2026-09-06 10:02:00.000 +0530,77.9,98.8,30,51.2,-0.299,-0.014,0.478,2.535,0.419,1.077,2816,913,true,0
100121,2026-09-06 10:02:01.000 +0530,85.2,98.3,30,50.0,-0.259,0.066,0.351,1.479,0.32,1.477,2808,853,true,0
100122,2026-09-06 10:02:02.000 +0530,77.4,98.3,30,48.4,-0.138,0.037,0.442,1.846,-0.095,1.012,2379,885,true,0
100123,2026-09-06 10:02:03.000 +0530,73.7,97.8,30,48.3,-0.268,0.063,0.453,2.567,0.535,1.446,2454,948,true,0
100124,2026-09-06 10:02:04.000 +0530,73.1,98.1,30,49.2,-0.136,0.079,0.543,1.757,1.144,1.226,2489,995,true,0
100125,2026-09-06 10:02:05.000 +0530,68.7,96.9,30,52.7,-0.196,0.062,0.477,2.569,0.47,1.256,2476,861,true,0
100126,2026-09-06 10:02:06.000 +0530,68.7,96.9,30,53.0,-0.288,0.041,0.257,2.692,0.7,1.172,2681,818,true,0
100127,2026-09-06 10:02:07.000 +0530,69.1,98.4,30,52.1,-0.453,0.158,0.31,3.738,0.521,1.01,2819,839,true,0
100128,2026-09-06 10:02:08.000 +0530,78.4,97.7,30,52.1,-0.16,0.029,0.333,2.24,-0.012,0.807,2869,811,true,0
100129,2026-09-06 10:02:09.000 +0530,80.4,97.7,30,48.3,-0.161,0.112,0.441,3.083,1.139,1.073,2479,993,true,0
100130,2026-09-06 10:02:10.000 +0530,67.5,97.8,30,51.4,-0.073,0.08,0.215,1.78,0.761,0.877,2954,883,true,0
100131,2026-09-06 10:02:11.000 +0530,66.8,98.2,30,53.9,-0.178,-0.018,0.436,3.895,-0.001,1.316,2787,912,true,0
100132,2026-09-06 10:02:12.000 +0530,75.7,98.2,30,53.4,-0.308,0.217,0.472,1.051,0.698,1.497,2612,889,true,0
100133,2026-09-06 10:02:13.000 +0530,72.0,98.6,30,50.5,-0.157,0.065,0.281,0.927,0.169,0.587,2390,849,true,0
100134,2026-09-06 10:02:14.000 +0530,75.5,98.0,30,48.5,-0.279,-0.017,0.251,2.571,0.208,1.006,2589,1070,true,0
100135,2026-09-06 10:02:15.000 +0530,65.0,98.1,30,49.0,-0.175,0.091,0.264,2.341,0.836,1.458,2590,1003,true,0
100136,2026-09-06 10:02:16.000 +0530,73.0,97.0,30,50.4,-0.271,0.145,0.312,2.814,0.671,1.263,2822,933,true,0
100137,2026-09-06 10:02:17.000 +0530,68.8,98.5,30,54.6,-0.162,0.133,0.289,1.675,0.734,0.59,2489,892,true,0
100138,2026-09-06 10:02:18.000 +0530,73.6,98.1,30,49.7,-0.146,0.07,0.334,2.206,-0.024,1.023,2585,835,true,0
100139,2026-09-06 10:02:19.000 +0530,64.6,97.8,30,52.3,-0.219,-0.038,0.296,2.604,0.492,0.902,2634,891,true,0
100140,2026-09-06 10:02:20.000 +0530,65.5,98.0,30,56.5,-0.217,0.048,0.429,1.875,0.789,0.694,2980,856,true,0
100141,2026-09-06 10:02:21.000 +0530,75.9,98.6,30,50.5,-0.153,0.128,0.263,2.145,0.369,0.739,2583,985,true,0
100142,2026-09-06 10:02:22.000 +0530,82.0,99.3,30,48.9,-0.278,0.193,0.227,1.746,0.502,1.612,2518,977,true,0
100143,2026-09-06 10:02:23.000 +0530,80.6,97.9,30,47.5,-0.207,0.065,0.144,2.332,0.824,0.407,2446,848,true,0
100144,2026-09-06 10:02:24.000 +0530,71.4,97.8,30,48.5,-0.175,0.047,0.341,1.816,0.86,0.946,2855,907,true,0
100145,2026-09-06 10:02:25.000 +0530,78.4,98.6,30,52.4,-0.057,0.012,0.347,1.714,0.854,1.182,2580,992,true,0
100146,2026-09-06 10:02:26.000 +0530,69.7,97.9,30,54.5,-0.241,0.135,0.368,0.734,0.366,0.578,2609,871,true,0
100147,2026-09-06 10:02:27.000 +0530,74.1,98.6,30,55.9,-0.219,0.135,0.383,3.205,0.567,1.296,2993,850,true,0
100148,2026-09-06 10:02:28.000 +0530,73.6,98.3,30,48.8,-0.053,0.064,0.489,1.593,0.628,1.279,2663,837,true,0
100149,2026-09-06 10:02:29.000 +0530,70.4,98.1,30,50.7,-0.381,0.041,0.336,1.59,0.352,0.691,2713,1004,true,0
100150,2026-09-06 10:02:30.000 +0530,67.0,97.9,30,51.2,-0.208,0.048,0.351,1.919,-0.065,0.749,2349,990,true,0
100151,2026-09-06 10:02:31.000 +0530,78.1,97.6,30,55.4,-0.25,0.171,0.379,1.811,0.313,0.805,2629,738,true,0
100152,2026-09-06 10:02:32.000 +0530,76.7,97.8,30,49.7,0.04,-0.036,0.275,2.564,1.525,0.653,3029,836,true,0
100153,2026-09-06 10:02:33.000 +0530,80.5,98.0,30,54.1,-0.252,0.285,0.26,1.749,1.333,0.743,2585,909,true,0
100154,2026-09-06 10:02:34.000 +0530,76.3,98.2,30,50.9,-0.149,0.185,0.376,0.998,0.71,0.783,2937,783,true,0
100155,2026-09-06 10:02:35.000 +0530,76.8,97.5,30,52.1,-0.182,0.115,0.323,2.541,0.683,1.256,2711,726,true,0
100156,2026-09-06 10:02:36.000 +0530,71.4,98.8,30,50.8,-0.21,0.057,0.4,2.463,0.357,1.232,2922,833,true,0
100157,2026-09-06 10:02:37.000 +0530,73.1,98.2,30,49.7,-0.242,0.048,0.381,2.343,0.693,0.523,2504,945,true,0
100158,2026-09-06 10:02:38.000 +0530,67.9,98.1,30,49.3,-0.198,0.197,0.373,1.763,0.184,1.179,2905,943,true,0
100159,2026-09-06 10:02:39.000 +0530,79.8,98.2,30,50.5,-0.158,0.13,0.311,1.949,0.828,1.445,2881,945,true,0
100160,2026-09-06 10:02:40.000 +0530,76.0,97.5,30,50.4,-0.117,0.108,0.395,0.799,0.188,1.392,2694,808,true,0
100161,2026-09-06 10:02:41.000 +0530,78.4,98.1,30,53.0,-0.172,0.069,0.369,1.918,0.196,1.325,2749,707,true,0
100162,2026-09-06 10:02:42.000 +0530,70.8,97.6,30,50.5,-0.081,-0.031,0.264,2.854,0.471,0.629,2605,847,true,0
100163,2026-09-06 10:02:43.000 +0530,76.7,98.6,30,50.0,-0.199,0.086,0.417,2.096,0.497,0.611,2372,874,true,0
100164,2026-09-06 10:02:44.000 +0530,74.1,98.5,30,55.2,-0.206,0.046,0.38,1.224,0.773,0.278,2822,905,true,0
100165,2026-09-06 10:02:45.000 +0530,75.1,98.1,30,48.7,-0.075,0.115,0.302,2.337,0.843,1.684,2900,929,true,0
100166,2026-09-06 10:02:46.000 +0530,71.8,98.9,30,48.8,-0.298,0.02,0.321,2.612,1.02,1.403,2728,958,true,0
100167,2026-09-06 10:02:47.000 +0530,85.3,98.5,30,47.5,-0.259,0.027,0.136,2.059,1.187,0.813,2735,840,true,0
100168,2026-09-06 10:02:48.000 +0530,71.5,98.1,30,52.9,-0.354,0.103,0.311,3.191,0.967,0.271,2264,830,true,0
100169,2026-09-06 10:02:49.000 +0530,71.5,97.9,30,51.9,-0.309,-0.046,0.37,1.711,0.664,0.775,2669,1004,true,0
100170,2026-09-06 10:02:50.000 +0530,65.9,97.4,30,53.7,-0.216,-0.008,0.19,2.208,0.263,1.761,3121,916,true,0
100171,2026-09-06 10:02:51.000 +0530,76.4,97.9,30,50.5,-0.195,0.175,0.4,3.705,0.127,0.806,2537,959,true,0
100172,2026-09-06 10:02:52.000 +0530,71.5,98.3,30,50.4,-0.016,0.195,0.2,2.292,0.989,0.827,2502,946,true,0
100173,2026-09-06 10:02:53.000 +0530,74.5,98.3,30,55.2,-0.273,0.045,0.391,2.585,0.217,1.454,2438,900,true,0
100174,2026-09-06 10:02:54.000 +0530,72.5,97.6,30,45.9,-0.258,0.017,0.42,3.24,0.971,1.488,2300,911,true,0
100175,2026-09-06 10:02:55.000 +0530,67.1,97.8,30,50.7,-0.09,-0.059,0.283,0.815,0.126,1.352,2733,1009,true,0
100176,2026-09-06 10:02:56.000 +0530,79.9,98.0,30,52.5,-0.255,-0.004,0.258,2.097,1.143,1.018,2920,906,true,0
100177,2026-09-06 10:02:57.000 +0530,71.9,99.4,30,50.9,-0.267,-0.033,0.382,1.796,0.863,1.113,2779,980,true,0
100178,2026-09-06 10:02:58.000 +0530,75.6,97.6,30,51.7,-0.286,0.13,0.407,1.965,0.427,0.378,2498,786,true,0
100179,2026-09-06 10:02:59.000 +0530,74.1,97.8,30,52.3,-0.19,0.083,0.395,2.829,0.139,1.247,2374,844,true,0
100180,2026-09-06 10:03:00.000 +0530,79.1,98.3,30,50.9,-0.087,-0.028,0.326,2.038,1.412,1.359,2887,847,true,0
100181,2026-09-06 10:03:01.000 +0530,85.2,98.2,30,55.2,-0.314,0.019,0.331,1.216,0.885,1.097,2720,1033,true,0
100182,2026-09-06 10:03:02.000 +0530,65.8,98.7,30,53.5,-0.048,0.241,0.335,1.069,0.815,0.981,2383,951,true,0
100183,2026-09-06 10:03:03.000 +0530,69.4,98.7,30,50.0,-0.197,0.063,0.313,4.479,0.372,1.019,2878,873,true,0
100184,2026-09-06 10:03:04.000 +0530,70.9,97.3,30,52.0,-0.162,-0.026,0.39,2.228,0.582,0.518,2690,839,true,0
100185,2026-09-06 10:03:05.000 +0530,74.4,98.0,30,52.3,-0.205,0.117,0.383,2.807,0.363,0.879,2866,911,true,0
100186,2026-09-06 10:03:06.000 +0530,79.6,98.4,30,52.3,-0.221,0.147,0.498,2.873,1.501,0.457,2601,881,true,0
100187,2026-09-06 10:03:07.000 +0530,72.0,98.2,30,52.8,-0.121,0.109,0.269,2.438,0.936,1.124,2705,998,true,0
100188,2026-09-06 10:03:08.000 +0530,71.3,97.8,30,51.6,-0.132,0.06,0.245,1.01,0.549,1.277,2843,773,true,0
100189,2026-09-06 10:03:09.000 +0530,76.7,98.0,30,54.9,-0.179,0.138,0.555,1.535,0.561,1.521,2465,905,true,0
100190,2026-09-06 10:03:10.000 +0530,74.2,98.5,30,48.7,-0.122,0.139,0.266,1.45,0.516,0.598,2892,877,true,0
100191,2026-09-06 10:03:11.000 +0530,72.6,97.5,30,53.5,-0.14,-0.033,0.271,2.508,0.526,0.806,2545,807,true,0
100192,2026-09-06 10:03:12.000 +0530,74.5,97.8,30,50.4,-0.277,0.129,0.458,1.411,0.104,0.832,2457,1015,true,0
100193,2026-09-06 10:03:13.000 +0530,67.1,97.8,30,52.3,-0.241,0.025,0.335,1.808,1.224,0.946,2457,969,true,0
100194,2026-09-06 10:03:14.000 +0530,79.2,97.9,30,50.6,-0.297,0.074,0.258,1.493,0.371,1.116,2734,808,true,0
100195,2026-09-06 10:03:15.000 +0530,69.4,98.0,30,50.7,-0.377,0.17,0.492,3.267,0.89,1.235,2582,913,true,0
100196,2026-09-06 10:03:16.000 +0530,68.3,98.1,30,51.7,-0.228,0.134,0.365,1.632,0.995,0.589,2652,862,true,0
